PolicyNo,ClaimNo,Insured Country,Insured Name,Broker,Risk Country,Underwriter,Brokerage,Exposure,Gross Premium,Outstanding,Paid,Rate Change,Unique Market Reference,Underwriting Year,Inception Date,Expiry Date,OurShare,Distribution Channel,Class,Division,New Renewal
PL108909,CLM508909,Germany,Denise Ramos,Gallagher,USA,Daniel Powell,0.11628,1122908.42,1327292.06,260775.53,197005.75,-0.4933,UMR_rOsQh,1998,2000-09-23 00:00:00,2025-02-24 00:00:00,0.212,Open Market,Marine,Energy and Construction,Renewal
PL108910,CLM508910,India,James Ryan,Willis,India,Lauren Weber,0.03285,258851.36,1171675,462965,498980.69,0.0477,UMR_hqVpN,2015,2011-05-22 00:00:00,2024-06-06 00:00:00,0.5379,Open Market,Marine,Energy and Construction,New
PL108911,CLM508911,India,Nathan Ray,Marsh,USA,Lauren Weber,0.08764,1354770.21,128377.21,666152.44,260129.62,-0.4645,UMR_JLDEx,2012,2001-05-12 00:00:00,2024-07-31 00:00:00,0.7344,Broker,Construction,Energy and Construction,New
PL108912,CLM508912,UK,Anthony Byrd,Gallagher,USA,Lauren Weber,0.06997,861375.44,560866.23,109178.76,932945.28,-0.4945,UMR_nWvVo,2011,2018-08-17 00:00:00,2025-07-19 00:00:00,0.3824,Open Market,Construction,Specialty,Renewal
PL108913,CLM508913,USA,Gary Jones,Willis,France,Daniel Powell,0.10739,956004.67,148061.83,73078.66,524665.32,0.4475,UMR_DVtIW,2000,2012-07-05 00:00:00,2023-08-29 00:00:00,0.7892,Broker,Energy,Specialty,Renewal
PL108914,CLM508914,India,Brent King,Aon,Germany,Lauren Weber,0.11552,1728485.55,831464.64,588325.63,110496.4,0.2663,UMR_eAkgW,1995,2001-05-06 00:00:00,2024-08-09 00:00:00,0.3796,Delegated Authority,Construction,Energy and Construction,New
PL108915,CLM508915,India,Kristen Cruz,Aon,USA,Lauren Weber,0.08868,1754818.48,86809.95,287286.8,109981.01,0.039,UMR_aLfmQ,1992,2009-04-25 00:00:00,2023-12-31 00:00:00,0.3771,Delegated Authority,Energy,Energy and Construction,Renewal
PL108916,CLM508916,USA,Jeffrey Jones,Marsh,USA,Daniel Powell,0.05848,731169.03,390938.26,830115.99,324223.63,-0.2009,UMR_IkhnI,2006,2004-09-03 00:00:00,2023-06-20 00:00:00,0.2149,Broker,Energy,Energy and Construction,New
PL108917,CLM508917,India,Jose Sandoval,Gallagher,India,Daniel Powell,0.07132,1531567.65,509415.01,700748.35,400193.36,0.0268,UMR_bcXFm,1995,2020-12-21 00:00:00,2025-05-11 00:00:00,0.6419,Delegated Authority,Energy,Energy and Construction,Renewal
PL108918,CLM508918,India,Laura Brown,Aon,France,Daniel Powell,0.02917,817529.99,714989.21,94498.92,172166.49,0.0402,UMR_HyJBJ,1988,2009-12-15 00:00:00,2023-07-11 00:00:00,0.7011,Broker,Marine,Energy and Construction,New
PL108919,CLM508919,UK,Adam Mcintyre,Marsh,USA,Daniel Powell,0.1181,607694.3,1169423.77,283851.65,765133.73,0.003,UMR_NiNJm,1995,2001-04-11 00:00:00,2025-04-24 00:00:00,0.256,Delegated Authority,Marine,Energy and Construction,New
PL108920,CLM508920,USA,George Williams,Gallagher,Germany,Daniel Powell,0.017,591012.95,1367786.79,708606.5,865771.99,0.3057,UMR_JLKFL,1990,2011-08-16 00:00:00,2024-01-17 00:00:00,0.6902,Open Market,Energy,Energy and Construction,Renewal
PL108921,CLM508921,USA,Richard Newman,Marsh,France,Daniel Powell,0.09172,1075188.97,931492.37,964834.41,104452.95,0.1271,UMR_VpYXQ,1993,2021-04-04 00:00:00,2023-07-07 00:00:00,0.1455,Broker,Energy,Specialty,New
PL108922,CLM508922,UK,Jennifer Walters,Marsh,India,Lauren Weber,0.06777,273332.95,1065401,702579.21,879855.45,0.1259,UMR_vlDbZ,2007,2021-12-21 00:00:00,2024-04-10 00:00:00,0.1874,Open Market,Energy,Energy and Construction,New
PL108923,CLM508923,UK,Jeffery Williams,Aon,France,Daniel Powell,0.07624,732176.5,724176.55,712180.67,527313.59,-0.0892,UMR_cUJFB,2000,2006-09-29 00:00:00,2024-11-07 00:00:00,0.2595,Delegated Authority,Marine,Specialty,Renewal
PL108924,CLM508924,UK,Daniel Chang,Willis,France,Daniel Powell,0.07385,1855729.16,1146902.37,123036.96,921050.88,-0.202,UMR_dwzNv,2021,2009-09-15 00:00:00,2025-09-08 00:00:00,0.6164,Delegated Authority,Marine,Energy and Construction,Renewal
PL108925,CLM508925,UK,George Li,Willis,France,Lauren Weber,0.06752,411428.51,689760.2,152139.3,549367.11,-0.0849,UMR_KSJDO,1995,2011-12-12 00:00:00,2023-09-08 00:00:00,0.3331,Delegated Authority,Energy,Specialty,Renewal
PL108926,CLM508926,Germany,David Reid,Marsh,France,Daniel Powell,0.04449,957819.97,1196905.25,955991.24,43589.11,-0.0191,UMR_PTIfr,2000,2010-09-01 00:00:00,2024-07-18 00:00:00,0.1403,Open Market,Construction,Energy and Construction,New
PL108927,CLM508927,India,Duane Sheppard,Willis,India,Daniel Powell,0.10886,1037395.21,700032.83,444982.36,434115.32,-0.0473,UMR_HupdH,1987,2018-06-28 00:00:00,2024-09-23 00:00:00,0.7199,Delegated Authority,Construction,Energy and Construction,Renewal
PL108928,CLM508928,Germany,James James,Willis,France,Lauren Weber,0.06897,745379.52,431859.2,493033.45,955524.85,-0.4884,UMR_OMIOo,2008,2015-06-22 00:00:00,2024-10-30 00:00:00,0.2684,Delegated Authority,Energy,Energy and Construction,New
PL108929,CLM508929,USA,Barbara Carter,Marsh,Germany,Lauren Weber,0.11712,1672121.2,218571.88,4208.5,466726.87,0.2448,UMR_rbVLd,2005,2015-06-21 00:00:00,2024-04-10 00:00:00,0.2198,Delegated Authority,Construction,Specialty,Renewal
PL108930,CLM508930,India,Antonio Bradley,Gallagher,Germany,Lauren Weber,0.06643,1920534.06,1204651.83,103999.68,257888.28,0.0281,UMR_qEPKb,2013,2015-07-20 00:00:00,2024-07-29 00:00:00,0.6032,Open Market,Marine,Specialty,New
PL108931,CLM508931,USA,Nicholas Fernandez,Marsh,India,Daniel Powell,0.11675,1412884.34,142480.91,368694.86,740705.88,0.3431,UMR_zJSgj,2006,2015-08-22 00:00:00,2023-01-16 00:00:00,0.3891,Delegated Authority,Construction,Specialty,New
PL108932,CLM508932,USA,Morgan Johnson,Gallagher,France,Daniel Powell,0.08521,349208.34,1499778.33,517386.45,434510.2,-0.3543,UMR_FABVR,1991,2017-06-28 00:00:00,2025-05-03 00:00:00,0.3979,Open Market,Construction,Energy and Construction,Renewal
PL108933,CLM508933,UK,James Ponce,Marsh,USA,Daniel Powell,0.04345,139710.49,1283216.08,242537.23,859903.18,0.2014,UMR_ORrgC,1993,2015-10-17 00:00:00,2024-09-25 00:00:00,0.8309,Delegated Authority,Energy,Specialty,New
PL108934,CLM508934,India,Sherry Nash,Aon,France,Lauren Weber,0.0397,986961.57,1011283.89,543683.7,230401.42,-0.1189,UMR_GMlCQ,2018,2008-10-06 00:00:00,2023-02-09 00:00:00,0.8222,Broker,Marine,Specialty,Renewal
PL108935,CLM508935,India,Andrew Smith II,Marsh,USA,Daniel Powell,0.11897,1652675.05,1105661.67,534662.23,999241.04,-0.413,UMR_aCfCD,2006,2012-07-02 00:00:00,2023-08-05 00:00:00,0.3373,Broker,Energy,Energy and Construction,Renewal
PL108936,CLM508936,USA,Jennifer Kennedy,Gallagher,Germany,Lauren Weber,0.06919,762379.65,1052870.6,930727.52,499273.15,0.2122,UMR_bHzYy,2002,2019-05-09 00:00:00,2025-04-03 00:00:00,0.85,Broker,Energy,Specialty,New
PL108937,CLM508937,UK,Yvonne Martinez,Aon,India,Lauren Weber,0.04143,264516.81,334626.58,187779.06,244949.28,-0.0088,UMR_mvxQg,1997,2000-11-29 00:00:00,2025-03-11 00:00:00,0.2795,Broker,Energy,Specialty,Renewal
PL108938,CLM508938,Germany,Connor Simon,Gallagher,India,Daniel Powell,0.0325,558557.56,354097.03,750201.36,85597.96,-0.0414,UMR_XXxJw,2012,2021-10-30 00:00:00,2025-09-22 00:00:00,0.4803,Delegated Authority,Energy,Specialty,Renewal
PL108939,CLM508939,USA,Jeremy Jones,Gallagher,Germany,Daniel Powell,0.06343,390228.53,236081.69,309119.74,736612.53,-0.1719,UMR_UhwZy,2002,2002-04-30 00:00:00,2024-09-16 00:00:00,0.1021,Delegated Authority,Construction,Specialty,New
PL108940,CLM508940,Germany,Andrew Edwards,Willis,Germany,Lauren Weber,0.03787,1712079.94,1290625.91,393524.41,445664.51,0.3587,UMR_WJrNe,2010,2012-05-24 00:00:00,2024-11-12 00:00:00,0.6987,Broker,Construction,Specialty,New
PL108941,CLM508941,USA,Julie Mitchell,Aon,India,Daniel Powell,0.04552,930725.23,453048.85,196200.92,366258.62,-0.1652,UMR_lwysD,2010,2015-03-21 00:00:00,2025-06-10 00:00:00,0.8346,Broker,Marine,Specialty,Renewal
PL108942,CLM508942,India,Jeffery Taylor,Aon,India,Lauren Weber,0.03327,974019.55,1390095.96,779043.9,377541.36,0.2501,UMR_THYDB,2001,2012-10-19 00:00:00,2023-10-08 00:00:00,0.8906,Open Market,Energy,Energy and Construction,Renewal
PL108943,CLM508943,India,Caleb Craig,Willis,Germany,Daniel Powell,0.0707,1290486.97,552579.31,270999.18,86460.98,0.2814,UMR_RlRqt,2023,2012-01-02 00:00:00,2025-12-09 00:00:00,0.8853,Open Market,Marine,Specialty,Renewal
PL108944,CLM508944,UK,Amy Butler,Willis,India,Lauren Weber,0.06549,1495815.33,865369.21,895523.33,712588.43,-0.0499,UMR_zxwbg,2019,2000-02-27 00:00:00,2024-01-31 00:00:00,0.8291,Broker,Energy,Energy and Construction,Renewal
PL108945,CLM508945,India,Beth Castillo,Marsh,USA,Lauren Weber,0.02096,1538562.23,1112715.28,294989.58,505216.18,0.0494,UMR_XToiA,2017,2000-01-19 00:00:00,2023-11-22 00:00:00,0.2204,Delegated Authority,Marine,Specialty,Renewal
PL108946,CLM508946,Germany,Anthony Phillips,Gallagher,India,Daniel Powell,0.10975,1031276.22,824163.62,820467.54,296634.64,-0.4486,UMR_aayzA,1992,2016-02-12 00:00:00,2023-10-10 00:00:00,0.7185,Delegated Authority,Energy,Energy and Construction,New
PL108947,CLM508947,UK,Michelle Mcneil,Aon,France,Daniel Powell,0.01389,234816.67,982198.61,372221.86,490288.01,0.3959,UMR_IJjNe,2013,2007-11-15 00:00:00,2025-06-01 00:00:00,0.2254,Broker,Construction,Energy and Construction,Renewal
PL108948,CLM508948,USA,Johnny Sanchez,Marsh,USA,Lauren Weber,0.06279,1097509.52,1054337.01,118770.07,908823.84,0.359,UMR_TNEQZ,2010,2021-03-04 00:00:00,2023-01-09 00:00:00,0.4502,Broker,Energy,Energy and Construction,New
PL108949,CLM508949,USA,Susan Hill,Willis,Germany,Daniel Powell,0.03641,1484508.29,129463.19,427186.58,43930.38,-0.1503,UMR_aeelm,2009,2009-11-07 00:00:00,2024-04-19 00:00:00,0.7167,Open Market,Marine,Specialty,Renewal
PL108950,CLM508950,UK,Zachary Castro,Marsh,Germany,Daniel Powell,0.02331,787361.51,1357838.96,783153.59,292867.17,0.0234,UMR_ezVvf,2023,2002-12-19 00:00:00,2023-09-17 00:00:00,0.4257,Delegated Authority,Energy,Specialty,Renewal
PL108951,CLM508951,USA,Denise Flores,Aon,USA,Lauren Weber,0.05381,249695.63,1462799.1,428457.96,841243.27,0.3262,UMR_XoUFc,2024,2012-02-14 00:00:00,2025-01-20 00:00:00,0.7913,Open Market,Energy,Specialty,Renewal
PL108952,CLM508952,Germany,Emily Carrillo,Gallagher,India,Lauren Weber,0.01557,807524.42,290173.3,368413.8,511055.76,-0.2828,UMR_hXqJf,1992,2018-01-18 00:00:00,2024-01-24 00:00:00,0.4514,Broker,Energy,Energy and Construction,Renewal
PL108953,CLM508953,UK,Laura Coffey,Gallagher,USA,Daniel Powell,0.09834,1229447.07,895592.37,855931.25,922082.3,0.2551,UMR_pKSNw,2015,2019-07-14 00:00:00,2024-08-21 00:00:00,0.5914,Open Market,Marine,Energy and Construction,Renewal
PL108954,CLM508954,India,Ryan Davis,Willis,Germany,Lauren Weber,0.06607,1144911.47,1248499.84,426815.47,335013.02,-0.2082,UMR_RcWGE,2003,2004-01-15 00:00:00,2023-09-21 00:00:00,0.7449,Broker,Construction,Energy and Construction,New
PL108955,CLM508955,India,Lisa Curry,Marsh,USA,Daniel Powell,0.03267,1402639.54,552597.88,522740.02,57073.3,0.3703,UMR_LhguJ,2010,2009-07-15 00:00:00,2025-02-10 00:00:00,0.3849,Delegated Authority,Construction,Energy and Construction,Renewal
PL108956,CLM508956,India,Benjamin Obrien,Aon,USA,Lauren Weber,0.03734,1331137.88,596416.56,49372.63,886053.34,0.1143,UMR_Mxsrb,2016,2012-09-30 00:00:00,2023-05-02 00:00:00,0.8946,Broker,Marine,Energy and Construction,Renewal
PL108957,CLM508957,India,Donna Sullivan,Marsh,France,Lauren Weber,0.10223,246847.16,906513.65,190006.28,246451.73,-0.085,UMR_wjcmi,1992,2018-04-01 00:00:00,2025-02-04 00:00:00,0.6607,Broker,Marine,Energy and Construction,New
PL108958,CLM508958,India,James Green,Willis,Germany,Daniel Powell,0.04675,395488.96,1068113.1,773323.57,31248.3,-0.2844,UMR_XCixM,2023,2012-06-18 00:00:00,2024-12-06 00:00:00,0.5775,Open Market,Construction,Energy and Construction,New
PL108959,CLM508959,Germany,Robert Parrish,Marsh,India,Lauren Weber,0.02584,1721362.78,299955.6,778850.01,265167.6,-0.0879,UMR_lIZOu,1996,2009-11-14 00:00:00,2023-09-15 00:00:00,0.3485,Broker,Construction,Energy and Construction,Renewal
PL108960,CLM508960,USA,Michael Higgins,Aon,India,Daniel Powell,0.04764,525388.46,1243223.98,802513.51,570643.39,0.2707,UMR_cyJIL,1985,2002-06-09 00:00:00,2024-10-23 00:00:00,0.1915,Delegated Authority,Marine,Specialty,Renewal
PL108961,CLM508961,India,Michael Paul,Gallagher,France,Lauren Weber,0.118,447055.78,867445.09,363298.79,991961.56,0.3394,UMR_dvJAd,2000,2021-07-28 00:00:00,2025-11-19 00:00:00,0.8493,Open Market,Energy,Specialty,New
PL108962,CLM508962,Germany,Karen Goodwin,Marsh,Germany,Lauren Weber,0.01756,567987.79,591729.59,964277.82,490173.61,0.214,UMR_wYNRX,1994,2000-01-01 00:00:00,2025-07-10 00:00:00,0.1146,Open Market,Energy,Specialty,New
PL108963,CLM508963,Germany,Sierra Wilson,Aon,France,Lauren Weber,0.02329,190223.48,789231.76,400518.52,105123.82,-0.0933,UMR_xBAFG,2021,2003-09-15 00:00:00,2024-01-19 00:00:00,0.6062,Broker,Marine,Specialty,New
PL108964,CLM508964,UK,Matthew Martinez,Willis,France,Daniel Powell,0.04087,1455929.21,747028.06,632136.82,596519.95,-0.1645,UMR_CzzaP,2012,2004-03-26 00:00:00,2025-11-19 00:00:00,0.2407,Delegated Authority,Energy,Specialty,Renewal
PL108965,CLM508965,USA,Rebecca Ferrell,Aon,USA,Lauren Weber,0.06387,1919704.26,1027269.46,182811.92,26442.69,-0.1932,UMR_vKMEd,1996,2007-12-12 00:00:00,2024-03-24 00:00:00,0.1342,Open Market,Marine,Specialty,Renewal
PL108966,CLM508966,India,Mrs. Sabrina Harris,Willis,USA,Lauren Weber,0.06308,1840513.3,1407869.86,524422.16,242481.51,0.3488,UMR_mElOa,1998,2021-07-11 00:00:00,2025-10-14 00:00:00,0.2793,Delegated Authority,Marine,Specialty,Renewal
PL108967,CLM508967,USA,Victoria West,Aon,USA,Lauren Weber,0.04022,1072909.58,211633.73,987670.17,688253.96,-0.2411,UMR_PokjJ,2001,2010-04-12 00:00:00,2023-06-29 00:00:00,0.858,Open Market,Energy,Specialty,Renewal
PL108968,CLM508968,USA,James Foster,Gallagher,Germany,Lauren Weber,0.05627,1147305.03,165696.8,721510.72,454562.57,-0.4267,UMR_HqMmB,2013,2006-06-17 00:00:00,2025-07-09 00:00:00,0.5606,Broker,Construction,Specialty,New
PL108969,CLM508969,Germany,Alan Wright,Gallagher,India,Lauren Weber,0.09384,1072201.13,669724.02,11341.9,305137.12,-0.3151,UMR_nhOoS,2018,2014-11-18 00:00:00,2024-10-17 00:00:00,0.1943,Open Market,Construction,Specialty,Renewal
PL108970,CLM508970,USA,Sara Jensen,Gallagher,France,Lauren Weber,0.05616,842219.11,1372799.41,435303.94,186769,-0.4237,UMR_lLSoe,1997,2008-04-29 00:00:00,2024-06-14 00:00:00,0.1686,Open Market,Construction,Specialty,New
PL108971,CLM508971,India,Timothy Smith,Marsh,USA,Lauren Weber,0.10579,1547852.15,364346.02,162857.51,101523.55,-0.2944,UMR_NBBTA,1998,2006-07-25 00:00:00,2025-06-27 00:00:00,0.361,Broker,Marine,Energy and Construction,Renewal
PL108972,CLM508972,UK,Gary Acosta,Marsh,Germany,Lauren Weber,0.01865,1377519.38,1401514.44,765068.92,186935.17,0.3796,UMR_UBBVg,1991,2003-05-05 00:00:00,2025-01-01 00:00:00,0.254,Open Market,Energy,Energy and Construction,Renewal
PL108973,CLM508973,India,Dakota Cross,Aon,France,Daniel Powell,0.09233,1683440.29,1482017.17,499992.13,449088.65,0.4038,UMR_WGqFm,1996,2018-10-02 00:00:00,2023-10-25 00:00:00,0.3369,Open Market,Construction,Energy and Construction,New
PL108974,CLM508974,USA,Tyler Olson,Marsh,USA,Daniel Powell,0.06263,1867986.24,1101003.85,208503.65,599280.77,-0.4443,UMR_nKaha,1996,2017-09-07 00:00:00,2024-04-24 00:00:00,0.9267,Open Market,Marine,Energy and Construction,Renewal
PL108975,CLM508975,UK,Matthew Anderson,Aon,USA,Lauren Weber,0.05733,1746582.74,1436348.6,467511.04,364668.01,0.2732,UMR_BMbHR,1990,2021-10-26 00:00:00,2023-04-20 00:00:00,0.238,Broker,Construction,Energy and Construction,New
PL108976,CLM508976,USA,Sarah Cruz,Aon,India,Daniel Powell,0.01764,1312586.81,556046.42,435369.95,614179.77,-0.3747,UMR_kGGKD,2003,2020-02-15 00:00:00,2023-01-16 00:00:00,0.7998,Open Market,Energy,Energy and Construction,New
PL108977,CLM508977,UK,Wayne Little,Willis,India,Daniel Powell,0.09638,1593955.45,190477.62,56810.23,395234,-0.34,UMR_vXtxz,2001,2007-07-03 00:00:00,2023-11-01 00:00:00,0.4055,Broker,Marine,Specialty,Renewal
PL108978,CLM508978,UK,Jessica White,Gallagher,France,Daniel Powell,0.06689,1024199.44,475136.04,805967.77,476443.95,-0.1778,UMR_ODJcd,2022,2003-04-26 00:00:00,2025-06-04 00:00:00,0.6877,Open Market,Energy,Energy and Construction,Renewal
PL108979,CLM508979,Germany,Lisa Rivera,Willis,USA,Daniel Powell,0.08298,515745.38,625572.47,801842.14,511697.3,0.4421,UMR_WwNQV,2006,2000-10-17 00:00:00,2023-09-04 00:00:00,0.967,Delegated Authority,Marine,Specialty,Renewal
PL108980,CLM508980,USA,Amy Larson,Marsh,India,Daniel Powell,0.02767,1624262.83,902198.01,37955.19,147541.1,0.4672,UMR_XUFpq,2008,2007-01-31 00:00:00,2024-11-26 00:00:00,0.4946,Broker,Construction,Energy and Construction,Renewal
PL108981,CLM508981,Germany,Robert Hobbs,Aon,USA,Daniel Powell,0.08578,1260494.32,1071726.35,986599.54,508293.68,-0.1779,UMR_HaHZX,2023,2004-12-13 00:00:00,2023-08-26 00:00:00,0.3223,Delegated Authority,Energy,Specialty,Renewal
PL108982,CLM508982,Germany,Terri Gomez,Willis,France,Daniel Powell,0.05467,737176.81,1236180.03,852120.57,917676.37,0.0408,UMR_NYbae,2021,2011-03-01 00:00:00,2023-06-29 00:00:00,0.3655,Broker,Construction,Specialty,Renewal
PL108983,CLM508983,India,Perry Brooks,Gallagher,USA,Daniel Powell,0.04111,1056522.48,1378202.69,715997.4,889670.7,0.046,UMR_IXZmj,2020,2012-07-07 00:00:00,2023-02-13 00:00:00,0.5049,Broker,Construction,Specialty,Renewal
PL108984,CLM508984,USA,Casey Davis,Gallagher,Germany,Lauren Weber,0.08265,474386.15,896972.33,442068.48,688099.53,0.3708,UMR_bTRzy,2017,2006-08-30 00:00:00,2023-01-11 00:00:00,0.5237,Delegated Authority,Energy,Specialty,Renewal
PL108985,CLM508985,UK,Patricia Cook,Aon,Germany,Daniel Powell,0.06003,1554862.08,998105.67,41525.52,494948.44,-0.0454,UMR_ikLUG,1986,2012-06-23 00:00:00,2023-12-06 00:00:00,0.9035,Open Market,Marine,Energy and Construction,Renewal
PL108986,CLM508986,Germany,Charles Mcdowell,Willis,Germany,Lauren Weber,0.09635,1989313.11,632903.63,372135.17,998596.45,-0.2848,UMR_dtKrZ,1987,2018-05-28 00:00:00,2023-01-01 00:00:00,0.1333,Broker,Marine,Specialty,New
PL108987,CLM508987,UK,Lindsay Thomas,Marsh,USA,Daniel Powell,0.01729,1900685.85,738987.04,402699.95,36283.97,0.3463,UMR_nXijo,2010,2000-04-18 00:00:00,2025-09-16 00:00:00,0.6979,Broker,Marine,Energy and Construction,New
PL108988,CLM508988,USA,Jade Walker,Aon,USA,Lauren Weber,0.03955,1413690.46,237095.41,22281.37,52849.72,-0.1622,UMR_NbweS,2016,2018-12-30 00:00:00,2023-03-12 00:00:00,0.2676,Broker,Energy,Energy and Construction,Renewal
PL108989,CLM508989,India,Ashley Drake,Marsh,India,Lauren Weber,0.10203,337208.05,1027841.43,95878.65,651107.71,0.1674,UMR_pcRxm,2020,2009-03-13 00:00:00,2023-10-16 00:00:00,0.423,Open Market,Marine,Energy and Construction,New
PL108990,CLM508990,Germany,Collin Riley,Marsh,India,Lauren Weber,0.10977,128196.42,672432.52,552449.56,911559.03,0.1036,UMR_EUnew,2012,2007-06-13 00:00:00,2023-08-12 00:00:00,0.7676,Delegated Authority,Construction,Energy and Construction,Renewal
PL108991,CLM508991,Germany,Mary Freeman,Marsh,India,Lauren Weber,0.02921,340118.3,661355.69,800753.3,820693.35,0.4165,UMR_sPHbV,2000,2002-05-03 00:00:00,2024-08-20 00:00:00,0.1926,Delegated Authority,Marine,Specialty,Renewal
PL108992,CLM508992,USA,Ronald Nelson,Marsh,France,Lauren Weber,0.11412,584728.2,1116390.98,244245.55,587703.13,-0.2195,UMR_rMyMd,2023,2009-12-06 00:00:00,2025-09-15 00:00:00,0.1606,Open Market,Energy,Energy and Construction,New
PL108993,CLM508993,Germany,Jared King,Gallagher,Germany,Lauren Weber,0.06847,443913.95,809391.33,473681.68,740704.08,0.1597,UMR_RrrzM,2017,2002-07-21 00:00:00,2024-07-14 00:00:00,0.3719,Delegated Authority,Energy,Specialty,New
PL108994,CLM508994,India,Hailey Williams,Aon,India,Lauren Weber,0.10064,656701.92,716151.97,766351.33,778533.11,-0.4926,UMR_lAybF,1990,2007-10-28 00:00:00,2023-11-03 00:00:00,0.9895,Open Market,Construction,Energy and Construction,New
PL108995,CLM508995,USA,Emily Davis,Marsh,USA,Lauren Weber,0.03824,287906.14,287905.62,927564.27,336265.84,0.0909,UMR_ZbMoD,2006,2020-10-10 00:00:00,2025-12-26 00:00:00,0.8892,Open Market,Construction,Specialty,Renewal
PL108996,CLM508996,India,Kelly Byrd,Marsh,India,Lauren Weber,0.02947,970075.47,1444895.56,144460.31,282844.27,0.3332,UMR_ACQeu,2024,2019-09-07 00:00:00,2023-12-12 00:00:00,0.4953,Open Market,Marine,Energy and Construction,Renewal
PL108997,CLM508997,Germany,Michael Sharp,Aon,Germany,Daniel Powell,0.09153,1435095.18,770378.14,762533.56,891534.2,0.3239,UMR_gPXgf,2020,2020-12-10 00:00:00,2023-03-23 00:00:00,0.3824,Delegated Authority,Energy,Specialty,Renewal
PL108998,CLM508998,UK,Melissa Briggs,Aon,India,Daniel Powell,0.10648,1972560.81,1030852.69,275465.32,233549.8,-0.4179,UMR_QnScr,1985,2000-09-02 00:00:00,2023-07-13 00:00:00,0.5429,Open Market,Marine,Specialty,New
PL108999,CLM508999,UK,Thomas Reed,Willis,France,Daniel Powell,0.11319,778675.15,1017191.39,543431.25,734613.06,0.1795,UMR_yRqLb,2022,2000-08-07 00:00:00,2023-02-16 00:00:00,0.1881,Broker,Energy,Energy and Construction,New
PL109000,CLM509000,UK,Paul Walker,Aon,France,Lauren Weber,0.01581,1183090.85,1002148.54,370735.72,980536.71,-0.3313,UMR_INxuK,1993,2005-03-21 00:00:00,2025-10-02 00:00:00,0.8942,Delegated Authority,Construction,Specialty,New
PL109001,CLM509001,USA,James Byrd,Willis,USA,Daniel Powell,0.03797,383053.58,458150.45,58564.6,767636.82,-0.2044,UMR_GrjGb,1991,2017-06-04 00:00:00,2023-04-29 00:00:00,0.6617,Broker,Energy,Specialty,Renewal
PL109002,CLM509002,Germany,Megan Porter,Willis,India,Lauren Weber,0.03119,1056641.65,798230.59,880730.56,826403.2,0.3086,UMR_agclH,1999,2000-12-24 00:00:00,2024-05-04 00:00:00,0.7857,Broker,Marine,Energy and Construction,New
PL109003,CLM509003,Germany,Sean Bradley,Aon,India,Daniel Powell,0.02678,286901.39,1475666.79,91201.26,402359.99,-0.386,UMR_iRpHE,1996,2010-05-28 00:00:00,2025-07-04 00:00:00,0.2731,Broker,Energy,Energy and Construction,New
PL109004,CLM509004,USA,Cheyenne Rivera DDS,Aon,USA,Lauren Weber,0.11702,1654116.72,321607.87,842006.9,869034.82,-0.4586,UMR_pUZnX,2020,2006-10-05 00:00:00,2025-12-13 00:00:00,0.3638,Open Market,Construction,Specialty,New
PL109005,CLM509005,USA,Danielle Sheppard,Willis,Germany,Lauren Weber,0.06464,1042956.1,1092139.31,332780.26,118068.91,-0.3904,UMR_KwNse,1998,2000-11-23 00:00:00,2024-09-09 00:00:00,0.7921,Open Market,Energy,Energy and Construction,New
PL109006,CLM509006,India,Ashley Hill,Aon,India,Daniel Powell,0.04207,1113636.21,253046.38,822419.94,839119.31,0.1509,UMR_XfUce,1995,2001-09-22 00:00:00,2023-08-27 00:00:00,0.1603,Open Market,Construction,Specialty,New
PL109007,CLM509007,Germany,Jeffrey Delgado,Willis,France,Daniel Powell,0.02798,648266.04,878047.05,218277.35,692827.48,-0.4509,UMR_hScKY,1990,2008-09-08 00:00:00,2024-03-08 00:00:00,0.2239,Delegated Authority,Energy,Specialty,New
PL109008,CLM509008,India,Dawn Santiago,Aon,Germany,Lauren Weber,0.02692,1640812.88,301963.28,932418.59,630745.7,-0.2721,UMR_kucHG,2002,2002-12-13 00:00:00,2023-07-16 00:00:00,0.3939,Open Market,Energy,Specialty,Renewal
PL109009,CLM509009,USA,Michael Hudson,Willis,India,Lauren Weber,0.04226,1278080.42,1300918.64,978670.03,721650.47,0.1514,UMR_MpsqS,2015,2003-06-24 00:00:00,2025-12-22 00:00:00,0.6709,Delegated Authority,Construction,Energy and Construction,Renewal
PL109010,CLM509010,India,Charlotte Atkinson,Aon,USA,Daniel Powell,0.01322,1205647.29,525241.64,193964.18,81882.84,0.3241,UMR_VQBXw,1992,2004-06-16 00:00:00,2024-11-20 00:00:00,0.7646,Open Market,Energy,Specialty,New
PL109011,CLM509011,USA,Olivia Rios,Willis,USA,Daniel Powell,0.01351,1965868.51,183775.15,503020.9,53148.57,-0.2723,UMR_sZuaI,2005,2020-01-10 00:00:00,2023-10-16 00:00:00,0.5827,Open Market,Marine,Specialty,New
PL109012,CLM509012,UK,Thomas Villanueva,Gallagher,India,Daniel Powell,0.09927,444987.77,711176.57,369635.34,705296.54,-0.0065,UMR_BynTP,2018,2002-06-28 00:00:00,2024-09-19 00:00:00,0.7215,Delegated Authority,Marine,Energy and Construction,New
